t,x1,y1,z1
1.37493e+07,-1.3753e+11,5.84313e+10,0
1.37574e+07,-1.37623e+11,5.82102e+10,0
1.37655e+07,-1.37717e+11,5.79889e+10,0
1.37735e+07,-1.3781e+11,5.77675e+10,0
1.37816e+07,-1.37902e+11,5.75459e+10,0
1.37896e+07,-1.37994e+11,5.73242e+10,0
1.37977e+07,-1.38086e+11,5.71023e+10,0
1.38057e+07,-1.38178e+11,5.68803e+10,0
1.38138e+07,-1.38269e+11,5.66581e+10,0
1.38218e+07,-1.3836e+11,5.64358e+10,0
1.38299e+07,-1.3845e+11,5.62134e+10,0
1.3838e+07,-1.3854e+11,5.59908e+10,0
1.3846e+07,-1.3863e+11,5.5768e+10,0
1.38541e+07,-1.3872e+11,5.55452e+10,0
1.38621e+07,-1.38809e+11,5.53221e+10,0
1.38702e+07,-1.38897e+11,5.5099e+10,0
1.38782e+07,-1.38986e+11,5.48756e+10,0
1.38863e+07,-1.39074e+11,5.46522e+10,0
1.38943e+07,-1.39161e+11,5.44286e+10,0
1.39024e+07,-1.39248e+11,5.42048e+10,0
1.39104e+07,-1.39335e+11,5.3981e+10,0
1.39185e+07,-1.39422e+11,5.3757e+10,0
1.39266e+07,-1.39508e+11,5.35328e+10,0
1.39346e+07,-1.39594e+11,5.33085e+10,0
1.39427e+07,-1.39679e+11,5.30841e+10,0
1.39507e+07,-1.39764e+11,5.28595e+10,0
1.39588e+07,-1.39849e+11,5.26348e+10,0
1.39668e+07,-1.39933e+11,5.241e+10,0
1.39749e+07,-1.40017e+11,5.2185e+10,0
1.39829e+07,-1.40101e+11,5.19599e+10,0
1.3991e+07,-1.40184e+11,5.17346e+10,0
1.3999e+07,-1.40267e+11,5.15092e+10,0
1.40071e+07,-1.4035e+11,5.12837e+10,0
1.40152e+07,-1.40432e+11,5.10581e+10,0
1.40232e+07,-1.40514e+11,5.08323e+10,0
1.40313e+07,-1.40595e+11,5.06064e+10,0
1.40393e+07,-1.40676e+11,5.03804e+10,0
1.40474e+07,-1.40757e+11,5.01542e+10,0
1.40554e+07,-1.40838e+11,4.99279e+10,0
1.40635e+07,-1.40918e+11,4.97015e+10,0
1.40715e+07,-1.40997e+11,4.94749e+10,0
1.40796e+07,-1.41077e+11,4.92482e+10,0
1.40876e+07,-1.41155e+11,4.90214e+10,0
1.40957e+07,-1.41234e+11,4.87945e+10,0
1.41038e+07,-1.41312e+11,4.85674e+10,0
1.41118e+07,-1.4139e+11,4.83402e+10,0
1.41199e+07,-1.41467e+11,4.81129e+10,0
1.41279e+07,-1.41545e+11,4.78855e+10,0
1.4136e+07,-1.41621e+11,4.76579e+10,0
1.4144e+07,-1.41698e+11,4.74302e+10,0
1.41521e+07,-1.41774e+11,4.72024e+10,0
1.41601e+07,-1.41849e+11,4.69745e+10,0
1.41682e+07,-1.41925e+11,4.67465e+10,0
1.41762e+07,-1.41999e+11,4.65183e+10,0
1.41843e+07,-1.42074e+11,4.629e+10,0
1.41924e+07,-1.42148e+11,4.60616e+10,0
1.42004e+07,-1.42222e+11,4.58331e+10,0
1.42085e+07,-1.42295e+11,4.56044e+10,0
1.42165e+07,-1.42369e+11,4.53756e+10,0
1.42246e+07,-1.42441e+11,4.51468e+10,0
1.42326e+07,-1.42514e+11,4.49178e+10,0
1.42407e+07,-1.42586e+11,4.46887e+10,0
1.42487e+07,-1.42657e+11,4.44594e+10,0
1.42568e+07,-1.42728e+11,4.42301e+10,0
1.42648e+07,-1.42799e+11,4.40006e+10,0
1.42729e+07,-1.4287e+11,4.37711e+10,0
1.4281e+07,-1.4294e+11,4.35414e+10,0
1.4289e+07,-1.4301e+11,4.33116e+10,0
1.42971e+07,-1.43079e+11,4.30817e+10,0
1.43051e+07,-1.43148e+11,4.28516e+10,0
1.43132e+07,-1.43217e+11,4.26215e+10,0
1.43212e+07,-1.43285e+11,4.23913e+10,0
1.43293e+07,-1.43353e+11,4.21609e+10,0
1.43373e+07,-1.4342e+11,4.19305e+10,0
1.43454e+07,-1.43487e+11,4.16999e+10,0
1.43535e+07,-1.43554e+11,4.14692e+10,0
1.43615e+07,-1.43621e+11,4.12384e+10,0
1.43696e+07,-1.43687e+11,4.10075e+10,0
1.43776e+07,-1.43752e+11,4.07766e+10,0
1.43857e+07,-1.43818e+11,4.05455e+10,0
1.43937e+07,-1.43883e+11,4.03143e+10,0
1.44018e+07,-1.43947e+11,4.00829e+10,0
1.44098e+07,-1.44011e+11,3.98515e+10,0
1.44179e+07,-1.44075e+11,3.962e+10,0
1.44259e+07,-1.44139e+11,3.93884e+10,0
1.4434e+07,-1.44202e+11,3.91567e+10,0
1.44421e+07,-1.44265e+11,3.89249e+10,0
1.44501e+07,-1.44327e+11,3.86929e+10,0
1.44582e+07,-1.44389e+11,3.84609e+10,0
1.44662e+07,-1.4445e+11,3.82288e+10,0
1.44743e+07,-1.44512e+11,3.79966e+10,0
1.44823e+07,-1.44572e+11,3.77643e+10,0
1.44904e+07,-1.44633e+11,3.75319e+10,0
1.44984e+07,-1.44693e+11,3.72993e+10,0
1.45065e+07,-1.44753e+11,3.70667e+10,0
1.45145e+07,-1.44812e+11,3.6834e+10,0
1.45226e+07,-1.44871e+11,3.66012e+10,0
1.45307e+07,-1.4493e+11,3.63683e+10,0
1.45387e+07,-1.44988e+11,3.61354e+10,0
1.45468e+07,-1.45046e+11,3.59023e+10,0
1.45548e+07,-1.45103e+11,3.56691e+10,0
1.45629e+07,-1.4516e+11,3.54358e+10,0
1.45709e+07,-1.45217e+11,3.52025e+10,0
1.4579e+07,-1.45273e+11,3.4969e+10,0
1.4587e+07,-1.45329e+11,3.47355e+10,0
1.45951e+07,-1.45385e+11,3.45019e+10,0
1.46031e+07,-1.4544e+11,3.42682e+10,0
1.46112e+07,-1.45495e+11,3.40344e+10,0
